preamble,stimulus,is_correct,subject
"What French city is home to a famous international film festival each spring? (A) Cannes (B) Marseille (C) Dijon (D) Lyon. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"What do you call three consecutive strikes in bowling? (A) yahtzee (B) mulligan (C) ace (D) turkey. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Which of the boys on the TV show 'My Three Sons' is adopted? (A) Ernie (B) Mike (C) Chip (D) Robbie. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of these horror films spawned the most sequels? (A) Scream' (B) Jaws' (C) Halloween' (D) Friday the 13th'. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What is the name of the female character played by comedian Flip Wilson on his 1970s TV show? (A) Geraldine Jones (B) Miss Jackie (C) Elizabeth Sanford (D) Gladys Knight. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"What kind of animal is a peregrine? (A) bird (B) moose (C) cat (D) fish. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"What part of the human body does a gastroenterologist examine? (A) Brain (B) Skeleton (C) Stomach (D) Nose. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"A piece of paper that appears blue in sunlight is illuminated solely by a red light that is passed through a green filter. What color does the paper appear under this illumination? (A) Black (B) Blue (C) Green (D) Red. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Meat should be kept frozen at what temperature in degrees Fahrenheit? (A) between 10 and 20 degrees (B) between 20 and 30 degrees (C) just below 32 degrees (D) 0 degrees or below. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What kind of animal is cartoon character Tennessee Tuxedo? (A) cat (B) skunk (C) walrus (D) penguin. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What US president is mentioned by name in the opening theme song of TV's 'All in the Family'? (A) Calvin Coolidge (B) Harry Truman (C) Herbert Hoover (D) Richard Nixon. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"What is the heaviest confirmed noble gas? (A) Radon (B) Xenon (C) Argon (D) Krypton. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution? (A) 1 mol (B) 2 mol (C) 3 mol (D) 6 mol. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Who led the 1831 slave insurrection in SouthamptonVirginia? (A) John Brown (B) Dred Scott (C) Nat Turner (D) Harriet Tubman. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"For what purpose would you use an awl? (A) to shoot ducks (B) to polish floors (C) to weigh fruit (D) to make holes. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Which of these bones is located in the wrist? (A) Patella (B) Humerus (C) Coccyx (D) Carpals. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What do you call a young cow? (A) calf (B) mare (C) lamb (D) kid. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of these is an Italian Design firm? (A) Escada (B) Ghost (C) Mainbocher (D) Fendi. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Operant conditioning would be most useful for (A) determining whether a toddler is securely attached (B) measuring a dependent variable (C) increasing on-task behavior in the classroom (D) preventing anterograde amnesia. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which of these countries was not a member of the Axis alliance during World War II? (A) Spain (B) Germany (C) Italy (D) Japan. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"The demand for labor is called derived demand because it is (A) dependent on the demand for the final product that the labor is used to produce (B) inversely related to the wage rate (C) dependent on the availability of capital goods (D) directly related to the marginal utility of working. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of the following actions is most important before removing the blade from a gas-powered lawn mower? (A) Removing the spark plug (B) Adjusting the wheels to their highest level (C) Emptying the gas tank (D) Removing the air filter. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of the following is a force that is most responsible for causing a fixed-wing aircraft to move forward? (A) Lift (B) Drag (C) Thrust (D) Weight. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which of the following heavenly bodies have never had a spacecraft landed on it? (A) Venus (B) Mars (C) Jupiter (D) The Moon. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"The labor force primarily consists of all (A) employed workers under the age of 16 (B) persons who are employed as full-time workers (C) persons classified as unemployed or employed (D) unemployed, employed, and discouraged workers. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which of the following is an example of persuasive speech? (A) A professor's lecture on the structure of the heart (B) A company president's yearly sales report (C) A tour guide's discussion of an art museum installation (D) A campaign manager's introduction of a mayoral candidate. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What is the name of the POW camp where 'Hogan's Heroes' are held? (A) Alcatraz 17 (B) Devil's Island (C) Leavenworth (D) Stalag 13. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Which value is the most reasonable estimate of the volume of air an adult breathes in one day? (A) 100 liters (B) 1,000 liters (C) 10,000 liters (D) 100,000 liters. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"What is a Dutch oven? (A) a toaster oven (B) a microwave (C) a sauna (D) a kettle pot. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What does it mean to work 'probono'? (A) work without pay (B) work overtime (C) work as your own boss (D) not work at all. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"What is the largest animal ever to live on Earth? (A) giant squid (B) woolly mammoth (C) blue whale (D) Tyrannosaurus. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which of these is not a Hindudeity? (A) Shiva (B) Vishnu (C) Sanskrit (D) Brahma. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"What kind of angle is formed where two perpendicular lines meet? (A) obtuse (B) acute (C) invisible (D) right. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"The nineteenth-century photographic process used to create a daguerreotype was notable for its (A) ability to capture sharp detail (B) quick exposure time (C) capacity to be reproduced multiple times (D) use of paper negatives. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"A business teacher has students analyze a scenario in which a few firms in the gas industry produce a homogeneous product and dominate the market. This situation would primarily produce a market structure representative of (A) a pure monopoly (B) monopolistic competition (C) pure competition (D) an oligopoly. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"In traditional English puppet shows who is married to the character Punch? (A) Debbie (B) Victoria (C) Barbara (D) Judy. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"In what sport do athletes compete for the Walker Cup? (A) cricket (B) tennis (C) squash (D) golf. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"A pita is a type of what? (A) flat bread (B) Fresh Fruit (C) French tart (D) fried bean dip. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"What is the oldest permanent European settlement in the United States? (A) St Augustine Florida (B) Newport News Virginia (C) Charlotte North Carolina (D) Plymouth Massachusetts. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"As seen from Earth, the Moon goes through a series of phases due to changes in which of the following? (A) The amount of the Moon's surface that is in Earth's shadow (B) The part of the Moon that faces Earth as the Moon rotates on its axis (C) The amount of the illuminated side of the Moon that can be seen from Earth (D) The tilt of the Moon on its axis. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades? (A) Music (B) Theology (C) Law (D) Mathematics. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Which of the following is not a flavor of Ben & Jerry's Ice Cream? (A) Wavy Gravy (B) Bovinity Divinity (C) Chubby Hubby (D) Cutie Patootie. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Which of the following terms refers to the use of distortion to create the illusion of an object extending into space? (A) Cantilevering (B) Contrapposto (C) Foreshortening (D) Sfumato. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"How much energy do Americans waste each year by throwing out the unused ice in their drinks? (A) 6*10^14 J (B) 6*10^8 J (C) 6*10^11 J (D) 6*10^17 J. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Who wrote 'A Tale of Two Cities'? (A) Charles Dickens (B) Nathaniel Hawthorne (C) Washington Irving (D) Mark Twain. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"What is your astrological sign if you were born on Halloween? (A) Capricorn (B) Libra (C) Cancer (D) Scorpio. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"In an adult human how long is the large intestine? (A) one foot (B) twelve feet (C) twenty feet (D) five feet. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"The purpose of an amicus curiae brief is to (A) influence the outcome of a Supreme Court case (B) explain the reasoning of a Supreme Court decision (C) request a writ of habeas corpus from the Supreme Court (D) order a party to comply with a Supreme Court decision. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"What are the names of the two primary M&M's spokes-candies? (A) Red and Yellow (B) Peanut and Plain (C) Mort and Marty (D) They don't have names. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"The accumulation of stress along the boundaries of lithospheric plates results in which of the following? (A) Magnetic reversals (B) Hurricanes (C) Increased deposition of deep-sea sediments (D) Earthquakes. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"In bowling how many pins must you knock down to get a strike? (A) zero (B) 8 (C) 12 (D) 10. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Which of the following geometric shapes is most commonly used to give strength to the structure of truss bridges? (A) Triangle (B) Circle (C) Hexagon (D) Rectangle. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"What kind of item is a ginsu? (A) radio (B) toothbrush (C) knife (D) martial arts weapon. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which of these words is a synonym for 'perambulate'? (A) stroll (B) kiss (C) shout (D) heal. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"After a visit to a rescue squad, Ms. Espinosa asks her 3-year-old students to help her write a thank-you letter to the rescue squad employees. She records the students' responses on a large sheet of chart paper as the students share their ideas. While writing, Ms. Espinosa focuses the students' attention on several early literacy skills. Which of the following is the most appropriate focus for 3-year-old students? (A) Paraphrasing ideas (B) Spelling words correctly (C) Capitalizing proper nouns (D) Expressing speech in print. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What's the third letter of the Greek alphabet? (A) delta (B) phi (C) gamma (D) theta. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"A well on the side of a hill penetrates the water table at an elevation of 550 feet above sea level. If someone plans to drill on the top of the hill, where would the water table most likely be found? (A) The water table would be found at sea level. (B) The water table would be found at an elevation lower than 550 feet above sea level but above sea level. (C) The water table would be found at an elevation higher than 550 feet above sea level but many feet below the land surface. (D) The water table would intersect with the land surface at the top of the hill, forming a spring.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Before he went into coaching Phil Jackson played for which of the following NBA teams? (A) Boston Celtics (B) Los Angeles Lakers (C) New York Knicks (D) Philadelphia 76ers. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Old-fashioned steam engines were powered by coal transferred from the tender to the engine by human stokers using a shovel. What is the maximum power such an engine could attain? (A) 6*10^3 W (B) 6*10^7 W (C) 6*10^5 W (D) 6*10^11 W. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"People are supposed to drive on the left-hand side of the road in which country? (A) France (B) Italy (C) England (D) Germany. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"In the famous ballet 'The Nutcracker' who does the hero defeat? (A) Sugar Plum Fairy (B) Snow Queen (C) Marzipan (D) Rat King. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"An airplane's black box is usually what color? (A) black (B) white (C) purple (D) orange. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Which of these sentences is written in the subjunctive? (A) I am not your man (B) I wish I were your man (C) Your man is where? (D) Wherefore art your man?. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which of the following terms refers to the process of using thick applications of paint? (A) Scumbling (B) Alla prima (C) Impasto (D) Frottage. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"What was Richard Nixon's middle name? (A) Milhous (B) Michael (C) Mortimer (D) Matthew. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"In what country did Pokemon originate? (A) France (B) Hungary (C) Canada (D) Japan. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What important food crop is grown in fields called paddies? (A) wheat (B) rye (C) rice (D) corn. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"A triad on a color wheel can be described as (A) three analogous colors (B) three colors of equal value (C) a complementary set (D) three colors equally spaced apart. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Which of these famous baseball figures was once acquitted at court-martial for insubordination? (A) Abner Doubleday (B) Ty Cobb (C) Jackie Robinson (D) Billy Martin. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which of the following best describes an effect of the green revolution in the 1960s? (A) Increased use of fertilizers (B) Increased varieties of each crop planted (C) Decreased use of mechanization (D) Decreased use of pesticides. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"In what forest did Robin Hood live? (A) Black Forest (B) Petrified Forest (C) Nottingham Forest (D) Sherwood Forest. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"If a piece of music is in 'common time' how many quarter notes are there per measure? (A) four (B) one (C) five (D) ten. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of these countries does not participate in NAFTA? (A) United States (B) Canada (C) Mexico (D) Guatemala. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"President Abraham Lincoln's Emancipation Proclamation declared free only those slaves who (A) were serving in the Union armies (B) were living in the border states (C) had escaped to Northern states (D) were living in the areas still in rebellion. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"Which of the following terms refers to Archaic Greek statues whose poses—rigidly frontal with clenched fists—recall the stance of ancient Egyptian statues? (A) Caryatids (B) Telamones (C) Kouroi (D) Discoboloi. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"In 1978 who became the youngest jockey ever to win horse racing's triple crown? (A) Jerry Bailey (B) Willie Shoemaker (C) Steve Cauthen (D) Pasquale Devito. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"What does the Latin phrase 'e pluribus unum' mean? (A) from many one (B) What a crazy life (C) In God we trust (D) for the greater good. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"In the United States what is the first day of spring? (A) 21-Mar (B) 21-Feb (C) 21-Apr (D) 21-May. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of the following is an example of a concurrent power? (A) The levying of taxes (B) The printing and coining of money (C) The power to declare war (D) The process of naturalization. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of these animals shares its name with a luxury car? (A) jaguar (B) yak (C) gazelle (D) sloth. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Who were the Know-Nothings? (A) a '60's comedy troupe (B) computer designers (C) a political party (D) a spy ring. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which of the following poses the greatest safety risk while being heated in a school laboratory? (A) A mixture of iron and sulfur (B) Sodium chloride (C) Mercury(II) oxide (D) Copper(II) sulfate hydrate. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Who is the star of the TV show 'Everybody Loves Raymond'? (A) Ray Liotta (B) Ray Parker Jr (C) Ray Romano (D) Sugar Ray Leonard. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"In what sport do you find 'steel cage' matches? (A) pro wrestling (B) boxing (C) fencing (D) college basketball. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of the following best helps explain why volcanoes tend to form along subduction zones? (A) Rock material carried deep below Earth's surface results in material melting and rising to the surface. (B) Two plates pull away from each other, and magma oozes out. (C) The friction resulting from the collision of two continents causes rock to melt. (D) There is a row of hot spots at these boundaries.. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"How many sides does a rhombus have? (A) 6 (B) 8 (C) 4 (D) 10. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which of the following degrees can be awarded by the local chapter of the FFA? I. Greenhand FFA Degree II. Chapter FFA Degree III. State FFA Degree IV. American FFA Degree (A) I only (B) II only (C) I and II only (D) I , II , III , and IV. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"From whom does the Lutheran Church get its name? (A) Martin Luther King Jr (B) Luther Vandross (C) Lex Luthor (D) Martin Luther. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What is the only metal that is a liquid at normal atmospheric pressure and temperature? (A) mercury (B) lead (C) antimony (D) uranium. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of the following has provided the most information about the structure of Earth's core, mantle, and lower crust? (A) Measurement of the intensity and fluctuations of Earth's magnetic field (B) Examination of flowing lava (C) Studies of the speeds and travel paths of seismic waves passing through Earth (D) Collection of samples from deep boreholes drilled into Earth. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"When the production of a good generates negative externalities, the private market will (A) overproduce the good relative to the socially optimal level of output (B) underproduce the good relative to the socially optimal level of output (C) compensate the third parties harmed by the negative externality (D) charge lower than the market equilibrium price to compensate for the externality. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Some observers argue that a limitation of the official unemployment rate is that it understates the true unemployment level because it fails to include which of the following? (A) New entrants to the labor market (B) People who are laid off and are looking for new jobs (C) Discouraged people who have given up looking for jobs (D) Full-time students looking for part-time jobs. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"Which fast food chain used the advertising slogan 'Where's the beef?' (A) Kentucky Fried Chicken (B) Burger King (C) McDonald's (D) Wendy's. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What city is known as 'the rubber capital of the world'? (A) Omaha Nebraska (B) Rockford Illinois (C) Akron Ohio (D) Grand Rapids Michigan. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"What was the first American college to become coeducational? (A) Oberlin College (B) Dartmouth College (C) Grinnell College (D) Antioch College. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"What color is Uncle Sam's goatee? (A) white (B) brown (C) black (D) dishwater blond. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"According to a famous line from the existentialist play 'No Exit' what is hell? (A) oneself (B) little made (C) large hued in green and blue (D) other people. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. Zora Neale Hurston is associated with which of the following literary movements? (A) New England Puritanism (B) Transcendentalism (C) Harlem Renaissance (D) Naturalism. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",C,miscellaneous
"What is the 7-Eleven company's trademarked name for its super-large sodas? (A) Big Gulp (B) Big Slurp (C) Big Drink (D) Big Sip. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"The sport of judo comes from what Asian country? (A) Japan (B) Vietnam (C) Laos (D) Philippines. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"The demand for which of the following products is likely to be the most elastic? (A) Water (B) Bread (C) Salt (D) Pork. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What country is the rock group U2 from? (A) Ireland (B) England (C) Belgium (D) Germany. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Elephant tusks are made of what material? (A) Coral (B) Bone (C) Calcium (D) Ivory. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"What city did the Beatles originally call home? (A) Liverpool (B) London (C) Leeds (D) Manchester. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
"Which of these is not one of the three branches of the US government? (A) Judicial (B) Executive (C) Legislative (D) Parliamentary. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",D,miscellaneous
"In British currency how many pence make a pound? (A) 100 (B) 10 (C) 500 (D) 1000. Of the answer choices above, the best answer choice is (","['A', 'B', 'C', 'D']",A,miscellaneous
